evnt_start_time_x,mtng_date,mtng_venue_location,evnt_number,mtng_name,sport_name,Racecourse,Meeting Date,ramp_id,evnt_start_time_y,country,commission,uk_commission,ie_commission,bf_uk_volume,bf_ie_volume,pp_uk_volume,pp_ie_volume,volume,_merge
,,,5,,Horse Racing,NARROGIN HARNESS,2022-06-18,9447509,2022-06-18 13:12:00,Australia,40.673,33.7953,6.8777,5.6786,2.5764,7.3258,3.2371,18.8179,right_only
,,,5,,Horse Racing,CAULFIELD,2022-06-25,9469870,2022-06-25 05:10:00,Australia,192.0968,145.4359,46.6609,24.9808,10.2124,73.6831,13.8121,122.6884,right_only
,,,10,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-10,9420567,2022-06-10 14:55:00,Australia,122.549,120.8047,1.7443,22.25,0.0,37.0073,0.8803,60.1376,right_only
,,,2,,Horse Racing,CRANBOURNE HARNESS,2022-06-26,9470057,2022-06-26 08:37:00,Australia,21.7846,19.3166,2.468,43.1118,2.6445,103.2284,31.7342,180.7189,right_only
,,,1,,Horse Racing,ARARAT HARNESS,2022-06-08,9405206,2022-06-08 02:57:00,Australia,13.8482,13.2627,0.5855,2.0399,1.1096,61.2189,62.4232,126.7916,right_only
,,,1,,Horse Racing,GLOBE DERBY HARNESS,2022-06-04,9399409,2022-06-04 10:27:00,Australia,28.3835,27.3691,1.0144,116.4955,1.7166,90.6025,35.5268,244.3414,right_only
,,,9,,Horse Racing,CHARLTON HARNESS,2022-06-20,9449396,2022-06-20 06:48:00,Australia,31.3168,31.0262,0.2906,12.0976,0.0,54.1955,17.6608,83.9539,right_only
,,,3,,Horse Racing,MILDURA HARNESS,2022-06-10,9418670,2022-06-10 04:11:00,Australia,58.2814,50.5334,7.748,108.4967,0.0,90.9847,24.5432,224.0246,right_only
,,,1,,Horse Racing,SHEPPARTON HARNESS,2022-06-12,9422507,2022-06-12 08:04:00,Australia,66.0453,63.4579,2.5874,10.0,2.0102,79.0435,5.2802,96.3339,right_only
,,,1,,Horse Racing,BENDIGO,2022-06-04,9401599,2022-06-04 03:06:00,Australia,40.0331,25.644,14.3891,0.5,0.0,26.9644,2.2225,29.6869,right_only
,,,4,,Horse Racing,ALBION PARK HARNESS,2022-06-11,9416779,2022-06-11 09:10:00,Australia,36.6777,35.3194,1.3583,60.6791,64.0697,79.833,13.1201,217.7019,right_only
,,,7,,Horse Racing,MARBURG HARNESS,2022-06-02,9392788,2022-06-02 06:10:00,Australia,44.4742,39.3461,5.1281,4.3515,0.0,61.1741,10.1818,75.7074,right_only
,,,3,,Horse Racing,NEWCASTLE HARNESS,2022-06-24,9467501,2022-06-24 09:13:00,Australia,69.0239,68.1067,0.9172,223.4777,0.0,150.6172,18.9219,393.0168,right_only
,,,8,,Horse Racing,NEWCASTLE HARNESS,2022-06-20,9450335,2022-06-20 08:17:00,Australia,39.0161,35.87,3.1461,50.9965,4.296,155.2586,46.6832,257.2343,right_only
,,,3,,Horse Racing,TAMWORTH,2022-05-31,9382387,2022-05-31 04:30:00,Australia,149.1258,105.8689,43.2569,286.4478,14.5824,394.253,53.7796,749.0628,right_only
,,,6,,Horse Racing,SWAN HILL,2022-06-11,9425918,2022-06-11 06:01:00,Australia,69.2691,61.3934,7.8757,25.325,0.393,83.7831,11.9203,121.4214,right_only
,,,1,,Horse Racing,BATHURST HARNESS,2022-06-01,9392239,2022-06-01 08:07:00,Australia,71.2302,70.5664,0.6638,111.2404,0.0,125.9943,35.4429,272.6776,right_only
,,,7,,Horse Racing,BATHURST HARNESS,2022-06-29,9478843,2022-06-29 11:10:00,Australia,51.6676,35.8237,15.8439,176.2995,6.2369,325.1698,62.1666,569.8728,right_only
,,,5,,Horse Racing,ALBURY (HARNESS),2022-06-10,9420310,2022-06-10 08:00:00,Australia,49.1694,36.3277,12.8417,5.6039,0.0,121.9224,33.6412,161.1675,right_only
,,,3,,Horse Racing,REDCLIFFE HARNESS,2022-06-30,9488551,2022-06-30 04:52:00,Australia,58.0792,55.895,2.1842,1.052,0.0,10.1444,7.4488,18.6452,right_only
,,,7,,Horse Racing,CAMBRIDGE SYNTHETIC,2022-06-15,9433585,2022-06-15 03:17:00,New Zealand,52.8453,43.6825,9.1628,43.46,0.0,81.1432,70.4313,195.0345,right_only
,,,6,,Horse Racing,SANDOWN,2022-06-15,9439538,2022-06-15 06:20:00,Australia,163.352,107.4287,55.9233,19.8908,8.3047,99.5524,3.7904,131.5383,right_only
,,,8,,Horse Racing,ASCOT PARK (HARNESS),2022-06-06,9392181,2022-06-06 03:44:00,New Zealand,7.2296,7.1438,0.0858,32.3616,0.0,187.4168,51.8301,271.6085,right_only
,,,5,,Horse Racing,ALBION PARK HARNESS,2022-06-21,9450467,2022-06-21 06:22:00,Australia,17.7741,14.766,3.0081,86.1593,0.0,253.9429,5.7004,345.8026,right_only
,,,8,,Horse Racing,PAKENHAM,2022-06-03,9397754,2022-06-03 07:30:00,Australia,66.6082,61.9263,4.6819,62.398,0.0,105.5357,65.8978,233.8315,right_only
,,,9,,Horse Racing,GLOBE DERBY HARNESS,2022-06-20,9450751,2022-06-20 08:39:00,Australia,31.0988,24.4966,6.6022,12.2473,4.296,36.071,4.0182,56.6325,right_only
,,,8,,Horse Racing,ADDINGTON (HARNESS),2022-06-09,9420211,2022-06-09 08:58:00,New Zealand,6.6487,6.5027,0.146,11.0701,4.268,31.2108,24.6824,71.2313,right_only
,,,3,,Horse Racing,ALBION PARK HARNESS,2022-06-24,9467683,2022-06-24 10:18:00,Australia,47.9445,45.7109,2.2336,66.2695,0.0,194.821,16.8785,277.969,right_only
,,,4,,Horse Racing,BATHURST HARNESS,2022-06-01,9392242,2022-06-01 09:40:00,Australia,165.7167,160.3459,5.3708,663.9621,0.0,301.3011,13.2282,978.4914,right_only
,,,4,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-07,9403209,2022-06-07 11:59:00,Australia,58.4806,46.6352,11.8454,630.9741,0.0,185.9736,20.0838,837.0315,right_only
,,,8,,Horse Racing,GLOBE DERBY HARNESS,2022-06-04,9399416,2022-06-04 13:51:00,Australia,20.4478,19.5693,0.8785,20.3337,0.0,1.7025,0.9843,23.0205,right_only
,,,5,,Horse Racing,BUNBURY HARNESS,2022-06-29,9488341,2022-06-29 06:38:00,Australia,12.8477,12.805,0.0427,14.4363,0.0,34.2323,20.7257,69.3943,right_only
,,,3,,Horse Racing,PORT AUGUSTA,2022-06-12,9426057,2022-06-12 05:10:00,Australia,101.2187,95.6929,5.5258,20.0195,0.0,26.8049,23.8461,70.6705,right_only
,,,1,,Horse Racing,LAUNCESTON HARNESS,2022-06-10,9426042,2022-06-10 10:05:00,Australia,77.5814,53.0695,24.5119,19.7676,0.0,168.9952,18.7086,207.4714,right_only
,,,9,,Horse Racing,COWRA (HARNESS),2022-06-12,9423939,2022-06-12 07:20:00,Australia,48.8223,47.2604,1.5619,16.0054,0.0,0.0,0.0,16.0054,right_only
,,,8,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-24,9467927,2022-06-24 13:53:00,Australia,27.0811,20.5842,6.4969,20.8267,0.0,18.2666,0.4403,39.5336,right_only
,,,3,,Horse Racing,SWAN HILL,2022-06-11,9425915,2022-06-11 04:16:00,Australia,56.2199,49.505,6.7149,7.0033,0.0,122.4477,55.4751,184.9261,right_only
,,,12,,Greyhound Racing,HORSHAM,2022-05-31,9383466,2022-05-31 09:53:00,Australia,30.2427,30.0219,0.2208,34.7318,0.0,107.3806,39.7981,181.9105,right_only
,,,1,,Horse Racing,ADDINGTON (HARNESS),2022-06-26,9466906,2022-06-26 01:30:00,New Zealand,12.2837,11.845,0.4387,48.0313,1.4763,191.3249,31.6523,272.4848,right_only
,,,8,,Horse Racing,ADDINGTON (HARNESS),2022-06-26,9467469,2022-06-26 04:37:00,New Zealand,1.6512,1.6512,0.0,0.4704,0.0,65.5861,5.5655,71.622,right_only
,,,8,,Horse Racing,NEWCASTLE HARNESS,2022-06-24,9467506,2022-06-24 11:37:00,Australia,69.1079,65.3605,3.7474,21.3409,0.0,121.2652,25.0845,167.6906,right_only
,,,9,,Horse Racing,BUNBURY HARNESS,2022-06-14,9429432,2022-06-14 08:35:00,Australia,108.7332,100.9382,7.795,16.9304,0.0,123.0362,10.7886,150.7552,right_only
,,,1,,Horse Racing,SHEPPARTON HARNESS,2022-06-28,9473862,2022-06-28 07:52:00,Australia,40.9706,28.2716,12.699,16.5321,0.5511,66.5157,15.6051,99.204,right_only
,,,6,,Horse Racing,WAGGA HARNESS,2022-06-21,9454145,2022-06-21 10:40:00,Australia,76.1246,54.4746,21.65,46.6483,3.2203,105.2109,20.759,175.8385,right_only
,,,6,,Horse Racing,MENANGLE HARNESS,2022-06-25,9463796,2022-06-25 10:52:00,Australia,27.7045,22.3756,5.3289,19.1946,0.1433,62.9632,4.8277,87.1288,right_only
,,,8,,Horse Racing,BALLARAT HARNESS,2022-06-10,9418687,2022-06-10 11:34:00,Australia,39.139,38.6379,0.5011,8.7311,0.3919,77.5397,8.8343,95.497,right_only
,,,7,,Horse Racing,BATHURST HARNESS,2022-06-22,9463776,2022-06-22 11:10:00,Australia,38.63,28.0639,10.5661,44.6395,0.8598,95.2301,15.6091,156.3385,right_only
,,,6,,Horse Racing,ALEXANDRA PARK (HARNESS),2022-06-16,9440845,2022-06-16 08:52:00,New Zealand,16.5698,14.0254,2.5444,43.8048,0.0,22.7923,15.9667,82.5638,right_only
,,,3,,Horse Racing,CAULFIELD,2022-06-25,9469843,2022-06-25 04:00:00,Australia,96.3442,82.2492,14.095,33.1255,0.0,92.9878,20.3087,146.422,right_only
,,,5,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-17,9444239,2022-06-17 12:23:00,Australia,69.1277,50.9236,18.2041,5.2861,0.0,28.545,7.4206,41.2517,right_only
,,,7,,Horse Racing,SHEPPARTON HARNESS,2022-06-07,9401810,2022-06-07 10:58:00,Australia,26.5315,20.2408,6.2907,18.2741,1.7062,116.8286,13.8193,150.6282,right_only
,,,6,,Horse Racing,ADDINGTON (HARNESS),2022-06-12,9422402,2022-06-12 03:46:00,New Zealand,2.0151,1.9891,0.026,0.5,0.0,28.9879,1.5773,31.0652,right_only
,,,4,,Horse Racing,REDCLIFFE HARNESS,2022-06-15,9431350,2022-06-15 09:22:00,Australia,52.0444,44.2803,7.7641,10.4999,0.0,41.5553,10.0894,62.1446,right_only
,,,4,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-28,9475234,2022-06-28 11:50:00,Australia,21.2661,20.2305,1.0356,88.3824,5.9839,317.0222,20.474,431.8625,right_only
,,,9,,Horse Racing,MELTON HARNESS,2022-06-04,9394574,2022-06-04 12:01:00,Australia,64.3639,56.8606,7.5033,20.0506,0.7297,26.4971,12.6797,59.9571,right_only
,,,1,,Horse Racing,BALLARAT HARNESS,2022-06-23,9459123,2022-06-23 08:01:00,Australia,45.4922,34.9377,10.5545,63.8559,0.0,197.1554,25.7535,286.7648,right_only
,,,8,,Horse Racing,MELTON HARNESS,2022-06-04,9394573,2022-06-04 11:33:00,Australia,72.4958,65.365,7.1308,55.1927,8.583,247.2622,17.0973,328.1352,right_only
,,,3,,Horse Racing,SHEPPARTON HARNESS,2022-06-12,9422552,2022-06-12 09:00:00,Australia,66.3487,55.339,11.0097,9.7613,8.5419,191.5134,8.3876,218.2042,right_only
,,,3,,Horse Racing,WAGGA HARNESS,2022-06-14,9431341,2022-06-14 10:10:00,Australia,132.4366,109.7425,22.6941,6.0817,7.7633,113.1436,45.8528,172.8414,right_only
,,,4,,Horse Racing,ADDINGTON (HARNESS),2022-06-12,9422400,2022-06-12 02:47:00,New Zealand,2.0454,2.0454,0.0,0.0,0.0,10.022,2.6722,12.6942,right_only
,,,6,,Horse Racing,GLOBE DERBY HARNESS,2022-06-07,9403067,2022-06-07 12:12:00,Australia,140.9962,138.9152,2.081,1.492,0.0,93.7917,5.9809,101.2646,right_only
,,,2,,Horse Racing,BALLARAT,2022-06-28,9477258,2022-06-28 04:30:00,Australia,126.0012,91.6133,34.3879,371.294,0.0,1045.7347,125.8675,1542.8962,right_only
,,,5,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-10,9420562,2022-06-10 12:27:00,Australia,153.2414,122.4331,30.8083,27.9162,0.0,183.0158,11.8435,222.7755,right_only
,,,6,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-17,9444240,2022-06-17 12:53:00,Australia,100.4873,69.3966,31.0907,1.8708,0.8994,38.0247,9.2564,50.0513,right_only
,,,5,,Horse Racing,TAMWORTH HARNESS,2022-06-30,9488350,2022-06-30 06:25:00,Australia,25.7746,25.7746,0.0,6.4781,0.0,54.5894,8.6816,69.7491,right_only
,,,3,,Horse Racing,ECHUCA,2022-06-02,9394310,2022-06-02 04:30:00,Australia,76.7357,57.0653,19.6704,46.8381,0.2134,169.8372,5.9731,222.8618,right_only
,,,6,,Horse Racing,HOBART HARNESS,2022-06-12,9423941,2022-06-12 10:52:00,Australia,92.324,91.8111,0.5129,5.7922,0.3246,207.1797,17.9586,231.2551,right_only
,,,6,,Horse Racing,MOUNT GAMBIER,2022-06-19,9449127,2022-06-19 07:12:00,Australia,37.9371,33.1367,4.8004,0.0033,0.0,36.4958,17.5084,54.0075,right_only
,,,2,,Horse Racing,MENANGLE HARNESS,2022-06-11,9416618,2022-06-11 08:25:00,Australia,92.9394,67.9365,25.0029,1.4263,0.0,121.339,10.1031,132.8684,right_only
,,,7,,Horse Racing,BENDIGO,2022-06-19,9449313,2022-06-19 06:20:00,Australia,124.865,105.8726,18.9924,11.7164,23.184,89.7895,6.8693,131.5592,right_only
,,,3,,Horse Racing,GAWLER,2022-06-22,9462334,2022-06-22 04:50:00,Australia,42.1394,36.9568,5.1826,7.1767,0.0,92.6469,2.2138,102.0374,right_only
,,,5,,Horse Racing,MOUNT GAMBIER,2022-06-19,9449126,2022-06-19 06:42:00,Australia,23.3087,20.4769,2.8318,24.2747,0.0,20.4732,5.3008,50.0487,right_only
,,,4,,Horse Racing,NEWCASTLE HARNESS,2022-06-10,9420131,2022-06-10 09:42:00,Australia,12.1653,10.7604,1.4049,13.2385,0.0,103.4931,26.5515,143.2831,right_only
,,,8,,Horse Racing,KILMORE HARNESS,2022-06-21,9449406,2022-06-21 11:30:00,Australia,18.5184,17.8482,0.6702,10.0859,0.0,179.3568,61.8752,251.3179,right_only
,,,3,,Horse Racing,CRANBOURNE HARNESS,2022-06-19,9445946,2022-06-19 08:42:00,Australia,38.3123,31.6071,6.7052,25.6678,3.22,38.3701,32.0281,99.286,right_only
,,,7,,Horse Racing,REDCLIFFE HARNESS,2022-06-08,9406782,2022-06-08 11:00:00,Australia,45.3767,38.7689,6.6078,26.4498,1.7059,199.3499,23.7514,251.257,right_only
,,,7,,Greyhound Racing,MANDURAH,2022-05-31,9385754,2022-05-31 13:08:00,Australia,19.4113,17.3085,2.1028,0.0,0.0,111.7,1.1238,112.8238,right_only
,,,1,,Horse Racing,BATHURST HARNESS,2022-06-15,9431357,2022-06-15 08:15:00,Australia,88.7128,78.9226,9.7902,149.4705,2.6816,220.4206,8.9329,381.5056,right_only
,,,5,,Horse Racing,NEWCASTLE HARNESS,2022-06-17,9447095,2022-06-17 11:07:00,Australia,72.4516,69.4159,3.0357,14.3989,12.728,57.018,9.8395,93.9844,right_only
,,,1,,Horse Racing,YOUNG HARNESS,2022-06-24,9467509,2022-06-24 04:17:00,Australia,34.7916,31.242,3.5496,14.7793,1.717,88.7544,9.7633,115.014,right_only
,,,9,,Horse Racing,ADDINGTON (HARNESS),2022-06-09,9420212,2022-06-09 09:23:00,New Zealand,6.5339,6.4659,0.068,47.3946,2.134,197.0318,31.5797,278.1401,right_only
,,,7,,Horse Racing,BUNBURY HARNESS,2022-06-29,9488343,2022-06-29 07:52:00,Australia,56.3985,49.2422,7.1563,31.1692,0.863,93.6558,35.2954,160.9834,right_only
,,,1,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-21,9450752,2022-06-21 10:20:00,Australia,110.2922,60.2325,50.0597,11.457,0.8587,267.9806,26.0468,306.3431,right_only
,,,7,,Horse Racing,BALLARAT,2022-06-14,9429643,2022-06-14 07:00:00,Australia,80.7548,74.9438,5.811,53.0833,14.4177,25.1841,23.3459,116.031,right_only
,,,2,,Horse Racing,MOUNT GAMBIER,2022-06-19,9449123,2022-06-19 04:47:00,Australia,15.5703,13.4146,2.1557,6.2083,0.0,14.9267,7.0134,28.1484,right_only
,,,6,,Horse Racing,CASTERTON,2022-06-26,9473780,2022-06-26 07:00:00,Australia,111.6033,68.9582,42.6451,128.0767,0.0,87.4656,19.8874,235.4297,right_only
,,,8,,Horse Racing,SALE,2022-06-08,9415121,2022-06-08 07:25:00,Australia,90.4937,81.1119,9.3818,80.5838,12.6834,106.3355,40.0727,239.6754,right_only
,,,2,,Horse Racing,SANDOWN,2022-06-15,9439534,2022-06-15 04:00:00,Australia,256.3847,111.9846,144.4001,43.1071,1.3076,93.2415,6.5867,144.2429,right_only
,,,4,,Horse Racing,TAMWORTH HARNESS,2022-06-02,9392343,2022-06-02 05:50:00,Australia,29.919,28.6425,1.2765,75.5995,0.0,112.3838,57.811,245.7943,right_only
,,,1,,Horse Racing,WAGGA HARNESS,2022-06-17,9447020,2022-06-17 03:52:00,Australia,48.978,32.7646,16.2134,15.0,0.0,12.9028,1.2895,29.1923,right_only
,,,8,,Horse Racing,CHARLTON HARNESS,2022-06-20,9449395,2022-06-20 06:13:00,Australia,79.1258,72.0175,7.1083,46.6441,0.0,44.1183,14.4121,105.1745,right_only
,,,3,,Horse Racing,GEELONG,2022-06-05,9401696,2022-06-05 04:30:00,Australia,137.0067,109.8916,27.1151,54.0,0.0,380.8817,13.1136,447.9953,right_only
,,,8,,Horse Racing,MARBURG HARNESS,2022-06-26,9471717,2022-06-26 06:39:00,Australia,26.3404,26.1405,0.1999,10.8605,0.0,41.345,2.5126,54.7181,right_only
,,,5,,Horse Racing,SANDOWN,2022-06-29,9486809,2022-06-29 05:45:00,Australia,81.7815,71.1722,10.6093,9.03,18.5969,91.2069,19.9881,138.8219,right_only
,,,1,,Horse Racing,BENDIGO,2022-06-19,9449305,2022-06-19 02:20:00,Australia,50.7592,47.0162,3.743,0.2532,0.2862,27.4072,2.4334,30.38,right_only
,,,4,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-10,9420561,2022-06-10 11:58:00,Australia,60.3481,49.0114,11.3367,338.7549,0.6388,125.2909,17.5009,482.1855,right_only
,,,5,,Horse Racing,REDCLIFFE HARNESS,2022-06-29,9478959,2022-06-29 10:20:00,Australia,53.9691,46.798,7.1711,237.3518,17.2353,321.7048,62.547,638.8389,right_only
,,,2,,Greyhound Racing,GRAFTON,2022-05-31,9385779,2022-05-31 10:08:00,Australia,11.2101,11.1252,0.0849,0.0,0.0,132.4355,1.9509,134.3864,right_only
,,,4,,Horse Racing,CAMBRIDGE SYNTHETIC,2022-06-15,9433582,2022-06-15 01:30:00,New Zealand,61.8986,59.4215,2.4771,93.9645,0.0,192.1624,56.7448,342.8717,right_only
,,,1,,Horse Racing,PINJARRA HARNESS,2022-06-13,9427709,2022-06-13 05:13:00,Australia,21.6134,20.9412,0.6722,12.8975,0.0,38.6153,1.174,52.6868,right_only
,,,3,,Horse Racing,BALAKLAVA,2022-06-08,9415059,2022-06-08 05:25:00,Australia,44.712,40.7094,4.0026,30.1999,2.1324,113.2717,16.7812,162.3852,right_only
,,,9,,Horse Racing,ECHUCA (HARNESS),2022-06-22,9452827,2022-06-22 12:06:00,Australia,40.9902,39.6773,1.3129,20.0878,15.096,47.8257,6.2899,89.2994,right_only
,,,1,,Horse Racing,BALLARAT,2022-06-14,9429628,2022-06-14 04:00:00,Australia,321.5367,172.5347,149.002,119.6691,0.5391,114.7305,26.9473,261.886,right_only
,,,3,,Horse Racing,REDCLIFFE HARNESS,2022-06-25,9463779,2022-06-25 08:40:00,Australia,41.1234,29.6194,11.504,42.6309,0.0,88.9339,16.2725,147.8373,right_only
,,,7,,Horse Racing,GLOBE DERBY HARNESS,2022-06-18,9446760,2022-06-18 13:20:00,Australia,25.1275,25.0665,0.061,7.531,0.0,47.7586,1.513,56.8026,right_only
,,,3,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-28,9475233,2022-06-28 11:20:00,Australia,21.7579,21.0405,0.7174,13.5838,1.1667,121.0429,20.8791,156.6725,right_only
,,,4,,Horse Racing,WAGGA HARNESS,2022-06-03,9395723,2022-06-03 05:17:00,Australia,31.8986,29.6694,2.2292,30.2183,0.0,208.8253,14.122,253.1656,right_only
,,,5,,Horse Racing,MARYBOROUGH HARNESS,2022-06-03,9394560,2022-06-03 04:21:00,Australia,17.0409,16.4761,0.5648,26.8121,0.0,70.1734,17.7945,114.78,right_only
,,,2,,Horse Racing,BALLARAT HARNESS,2022-06-10,9418622,2022-06-10 08:38:00,Australia,46.0932,39.5538,6.5394,22.5125,0.0,66.9753,8.8255,98.3133,right_only
,,,5,,Horse Racing,BUNBURY HARNESS,2022-06-01,9392332,2022-06-01 07:13:00,Australia,68.3801,57.542,10.8381,42.1363,0.0,54.2958,14.7228,111.1549,right_only
,,,2,,Horse Racing,FLEMINGTON,2022-06-04,9397832,2022-06-04 03:25:00,Australia,98.1634,95.5995,2.5639,77.755,0.0,194.9751,164.6012,437.3313,right_only
,,,3,,Greyhound Racing,IPSWICH,2022-05-31,9385745,2022-05-31 06:42:00,Australia,39.8322,36.2211,3.6111,7.8,0.0,13.9823,8.8533,30.6356,right_only
,,,8,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-21,9450769,2022-06-21 13:54:00,Australia,22.9016,8.367,14.5346,11.0313,0.0,27.6306,1.039,39.7009,right_only
,,,4,,Horse Racing,STAWELL (HARNESS),2022-06-27,9473785,2022-06-27 05:38:00,Australia,36.3503,19.2569,17.0934,2.3591,0.0,0.0,0.0,2.3591,right_only
,,,7,,Horse Racing,TAMWORTH,2022-05-31,9382391,2022-05-31 06:55:00,Australia,182.12,171.7362,10.3838,117.2202,0.4469,613.4047,65.1098,796.1816,right_only
,,,3,,Greyhound Racing,TOWNSVILLE,2022-05-31,9383613,2022-05-31 11:00:00,Australia,66.8726,58.9361,7.9365,2.4668,0.0,78.8958,9.3642,90.7268,right_only
,,,2,,Horse Racing,SANDOWN,2022-06-01,9391300,2022-06-01 03:25:00,Australia,160.1305,152.4367,7.6938,37.6324,2.9541,203.0681,13.757,257.4116,right_only
,,,2,,Horse Racing,TAMWORTH HARNESS,2022-06-16,9443838,2022-06-16 04:33:00,Australia,47.0288,45.9053,1.1235,40.624,0.2527,99.3058,20.5516,160.7341,right_only
,,,8,,Greyhound Racing,GRAFTON,2022-05-31,9385790,2022-05-31 12:21:00,Australia,26.6788,24.6668,2.012,50.0,0.0,65.3817,15.3231,130.7048,right_only
,,,10,,Horse Racing,ALBION PARK HARNESS,2022-06-28,9475006,2022-06-28 09:04:00,Australia,25.1391,17.0087,8.1304,7.8729,5.0043,85.952,11.1114,109.9406,right_only
,,,6,,Horse Racing,PARKES HARNESS,2022-06-25,9471703,2022-06-25 12:05:00,Australia,102.963,60.2496,42.7134,27.2251,0.215,87.2658,29.1581,143.864,right_only
,,,6,,Horse Racing,SHEPPARTON HARNESS,2022-06-07,9401809,2022-06-07 10:24:00,Australia,57.5944,57.1838,0.4106,5.0862,1.7062,83.5445,5.1912,95.5281,right_only
,,,6,,Horse Racing,GLOBE DERBY HARNESS,2022-06-04,9399414,2022-06-04 12:58:00,Australia,57.6253,55.6462,1.9791,5.3088,0.0,7.0858,5.0612,17.4558,right_only
,,,9,,Horse Racing,SWAN HILL,2022-06-12,9426124,2022-06-12 07:25:00,Australia,159.0543,148.8305,10.2238,36.0727,0.5227,86.5441,19.0672,142.2067,right_only
,,,5,,Horse Racing,MURRAY BRIDGE,2022-06-13,9426033,2022-06-13 06:00:00,Australia,75.6693,69.9244,5.7449,18.6225,0.0,100.7617,32.1172,151.5014,right_only
,,,1,,Horse Racing,ALBURY (HARNESS),2022-06-10,9420214,2022-06-10 05:38:00,Australia,45.9306,33.0641,12.8665,2.682,0.6005,23.7747,0.0,27.0572,right_only
,,,6,,Horse Racing,ALBION PARK HARNESS,2022-06-28,9475002,2022-06-28 06:42:00,Australia,13.3668,11.7382,1.6286,60.9776,3.2355,189.1463,24.5998,277.9592,right_only
,,,1,,Horse Racing,REDCLIFFE HARNESS,2022-06-30,9488549,2022-06-30 03:42:00,Australia,35.5869,31.8418,3.7451,17.6598,0.0,145.502,24.4918,187.6536,right_only
,,,10,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-03,9395581,2022-06-03 14:50:00,Australia,41.2572,37.5142,3.743,86.0475,0.0,11.785,1.0442,98.8767,right_only
,,,5,,Horse Racing,MENANGLE HARNESS,2022-06-21,9450478,2022-06-21 07:20:00,Australia,54.3737,48.8241,5.5496,7.5646,0.0,19.3199,7.6607,34.5452,right_only
,,,7,,Horse Racing,ADDINGTON (HARNESS),2022-06-12,9422403,2022-06-12 04:10:00,New Zealand,7.3816,7.3816,0.0,15.8334,0.0,45.463,8.4849,69.7813,right_only
,,,5,,Horse Racing,SANDOWN,2022-06-01,9391303,2022-06-01 05:10:00,Australia,158.4846,121.158,37.3266,29.4067,6.3912,76.269,12.9101,124.977,right_only
,,,3,,Horse Racing,GLOBE DERBY HARNESS,2022-06-25,9471485,2022-06-25 11:28:00,Australia,28.572,27.4115,1.1605,39.3458,0.0,24.094,2.8155,66.2553,right_only
,,,3,,Horse Racing,PAKENHAM,2022-06-27,9477233,2022-06-27 05:00:00,Australia,72.423,66.7744,5.6486,20.7537,0.0237,70.4148,62.4622,153.6544,right_only
,,,5,,Horse Racing,PAKENHAM,2022-06-27,9477235,2022-06-27 06:00:00,Australia,78.2052,75.1789,3.0263,1.3645,6.0277,196.1766,11.1722,214.741,right_only
,,,5,,Horse Racing,CAMBRIDGE (HARNESS),2022-06-03,9392128,2022-06-03 08:21:00,New Zealand,6.2842,5.7364,0.5478,13.5488,0.0,96.1265,5.1288,114.8041,right_only
,,,4,,Horse Racing,GLOUCESTER PARK HARNESS,2022-06-03,9395575,2022-06-03 11:52:00,Australia,70.7571,65.5093,5.2478,40.9105,0.0,212.1596,8.4632,261.5333,right_only
,,,5,,Horse Racing,MOE,2022-06-05,9401776,2022-06-05 04:45:00,Australia,37.9879,34.5817,3.4062,17.3033,0.0,269.7036,19.5461,306.553,right_only
,,,6,,Horse Racing,MILDURA HARNESS,2022-06-03,9395136,2022-06-03 10:33:00,Australia,24.6246,24.2012,0.4234,4.1049,0.0,79.2982,6.8264,90.2295,right_only
,,,6,,Horse Racing,YOUNG HARNESS,2022-06-24,9467679,2022-06-24 07:25:00,Australia,44.751,43.3074,1.4436,11.6954,0.0,297.4442,3.3922,312.5318,right_only
,,,4,,Horse Racing,KILMORE HARNESS,2022-06-02,9391430,2022-06-02 09:30:00,Australia,39.3642,35.7317,3.6325,14.8077,0.0,1010.1376,3.4837,1028.429,right_only
,,,1,,Horse Racing,SWAN HILL,2022-06-12,9426064,2022-06-12 02:40:00,Australia,97.5969,86.4949,11.102,6.4667,0.0,19.4825,23.7051,49.6543,right_only
,,,4,,Horse Racing,CRANBOURNE HARNESS,2022-06-26,9470059,2022-06-26 09:34:00,Australia,1.8705,1.8705,0.0,24.4459,17.4866,130.0663,8.4188,180.4176,right_only
,,,1,,Horse Racing,CANBERRA (HARNESS),2022-06-06,9406694,2022-06-06 09:13:00,Australia,70.2867,62.0701,8.2166,45.4328,0.8555,231.9727,59.0865,337.3475,right_only
,,,4,,Horse Racing,MURRAY BRIDGE,2022-06-13,9426032,2022-06-13 05:25:00,Australia,223.8051,198.1375,25.6676,8.5175,1.1819,39.8846,2.4266,52.0106,right_only
